title,url,session,session_url,sessionid,talkid
8:00 AM 25f Multi-Scale Modeling of Soft Matters: A Quality By Design of Drug Delivery Carriers By a Computational Tool,/aiche2020/event/7d1b67152194cb166004d468df5e389a,"Particles, Crystals and Agglomerate Formation Dynamics and Modeling",/aiche2020/event/0f43ff5e-0510-446b-803d-8a560d7b1af5,14,5.0
8:00 AM 25h Investigating Mechanisms of Bimetallic Nanocrystal Formation with Liquid Phase Transmission Electron Microscopy,/aiche2020/event/283ce3bcb18028bc8c82272abb557d6b,"Particles, Crystals and Agglomerate Formation Dynamics and Modeling",/aiche2020/event/0f43ff5e-0510-446b-803d-8a560d7b1af5,14,6.0
8:00 AM 156b An Integrated Process Automation System in API Manufacturing: Key Characteristics and Case StudyPresenting Author: Da Pan,/aiche2020/event/68343d790f7c352bb87b5afa83ee1841,PD2M Poster Session: Pharmaceutical Discovery Development and Manufacturing,/aiche2020/event/283ce3bcb18028bc8c82272abb83d9f2,15,0.0
8:00 AM 156d In Vivo Biodistribution and Cellular Receptor Interactions of a Model Nanoparticle-Based Platform for Tolerogenic Immunotherapy,/aiche2020/event/68074ac251ad4c5e6829bb1af1880b44,PD2M Poster Session: Pharmaceutical Discovery Development and Manufacturing,/aiche2020/event/283ce3bcb18028bc8c82272abb83d9f2,15,1.0
8:00 AM 156e A Quantitative Assay of Sodium Triacetoxyborohydride,/aiche2020/event/68343d790f7c352bb87b5afa83edbb78,PD2M Poster Session: Pharmaceutical Discovery Development and Manufacturing,/aiche2020/event/283ce3bcb18028bc8c82272abb83d9f2,15,2.0
8:00 AM 156f Delivery Strategies for Live Therapeutic Bacteria,/aiche2020/event/68074ac251ad4c5e6829bb1af1a081b0,PD2M Poster Session: Pharmaceutical Discovery Development and Manufacturing,/aiche2020/event/283ce3bcb18028bc8c82272abb83d9f2,15,3.0
8:00 AM 156g In Vitro Biomimetic Tumor Model with Cancer-Specific Gene Regulators and Green Fluorescence Reporter for High Throughput Drug Screening,/aiche2020/event/68074ac251ad4c5e6829bb1af196efbd,PD2M Poster Session: Pharmaceutical Discovery Development and Manufacturing,/aiche2020/event/283ce3bcb18028bc8c82272abb83d9f2,15,4.0
8:00 AM 156i Preparation and Use of Fine Grade Engineered Excipients for Direct Compression of Binary Blends of Cohesive Drug Powders,/aiche2020/event/68343d790f7c352bb87b5afa83e714cc,PD2M Poster Session: Pharmaceutical Discovery Development and Manufacturing,/aiche2020/event/283ce3bcb18028bc8c82272abb83d9f2,15,5.0
8:00 AM 156j Applying Machine Learning to Predict Therapeutic Antibody ViscosityPresenting Author: Pin-Kuang Lai,/aiche2020/event/68074ac251ad4c5e6829bb1af19468bf,PD2M Poster Session: Pharmaceutical Discovery Development and Manufacturing,/aiche2020/event/283ce3bcb18028bc8c82272abb83d9f2,15,6.0
8:00 AM 156k Development of Multi-Adjuvant Systems for Vaccines Against Infectious Diseases,/aiche2020/event/68074ac251ad4c5e6829bb1af18becf9,PD2M Poster Session: Pharmaceutical Discovery Development and Manufacturing,/aiche2020/event/283ce3bcb18028bc8c82272abb83d9f2,15,7.0
8:00 AM 156l Development of a Harvest Small Scale Model to Simulate Continuous Centrifugation,/aiche2020/event/68074ac251ad4c5e6829bb1af1a0b440,PD2M Poster Session: Pharmaceutical Discovery Development and Manufacturing,/aiche2020/event/283ce3bcb18028bc8c82272abb83d9f2,15,8.0
"8:00 AM 156m Optimizing and Reducing Cleaning Production Loss in Pharma, Agrochemical and Specialty Chemical Companies Using a New Expert System.Presenting Author: Joan Cordiner",/aiche2020/event/68074ac251ad4c5e6829bb1af1990a96,PD2M Poster Session: Pharmaceutical Discovery Development and Manufacturing,/aiche2020/event/283ce3bcb18028bc8c82272abb83d9f2,15,9.0
8:00 AM 156n Revolutionize of Pharmaceutical Product Changeovers By Enhanced Cleaning with Microbubbles,/aiche2020/event/68074ac251ad4c5e6829bb1af19920dc,PD2M Poster Session: Pharmaceutical Discovery Development and Manufacturing,/aiche2020/event/283ce3bcb18028bc8c82272abb83d9f2,15,10.0
8:00 AM 435a Reaction Kinetic Model Application to Speed up Development,/aiche2020/event/7d1b67152194cb166004d468df5aebe5,Predictive Scale-Up/Scale-Down for Production of Pharmaceuticals and Biopharmaceuticals I,/aiche2020/event/095554b6-8877-4f7b-9618-c2676d06df88,16,0.0
8:00 AM 435b Utilizing Mechanistic Modelling to Support Scale-up of Fed-Batch Reaction Process,/aiche2020/event/283ce3bcb18028bc8c82272abb94df10,Predictive Scale-Up/Scale-Down for Production of Pharmaceuticals and Biopharmaceuticals I,/aiche2020/event/095554b6-8877-4f7b-9618-c2676d06df88,16,1.0
8:00 AM 435c Scaling Down a Reactive Crystallization Using Various Mixing Models,/aiche2020/event/283ce3bcb18028bc8c82272abb5b153c,Predictive Scale-Up/Scale-Down for Production of Pharmaceuticals and Biopharmaceuticals I,/aiche2020/event/095554b6-8877-4f7b-9618-c2676d06df88,16,2.0
"8:00 AM 435d Centrifugation at Scale: Scaling up Based on Bench Top, Pilot Plant and Modeling Data",/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e65e8de,Predictive Scale-Up/Scale-Down for Production of Pharmaceuticals and Biopharmaceuticals I,/aiche2020/event/095554b6-8877-4f7b-9618-c2676d06df88,16,3.0
8:00 AM 435e Experimental Confirmation of Scale-Down Mixing Models from Commercial to Lab Scale with CFD for Sterile Drug Products,/aiche2020/event/283ce3bcb18028bc8c82272abb8ac985,Predictive Scale-Up/Scale-Down for Production of Pharmaceuticals and Biopharmaceuticals I,/aiche2020/event/095554b6-8877-4f7b-9618-c2676d06df88,16,4.0
8:00 AM 435f Computational Approaches to Scale-up and Tech-Transfer in Agitated Filter Bed Drying,/aiche2020/event/7d1b67152194cb166004d468df4d6606,Predictive Scale-Up/Scale-Down for Production of Pharmaceuticals and Biopharmaceuticals I,/aiche2020/event/095554b6-8877-4f7b-9618-c2676d06df88,16,5.0
8:00 AM 210a (Invited) Skin-like Wearable and Implantable SensorsPresenting Author: Zhenan Bao,/aiche2020/event/283ce3bcb18028bc8c82272abb9a2664,Wearable and Environmental Sensors,/aiche2020/event/2fc12395-1aa7-49ef-a1e3-6e8b4e5686f4,17,0.0
8:00 AM 210b An Adhesion-Based Anti-Corrosion Strategy for Wearable Electrochemical Sensing and System Integration,/aiche2020/event/283ce3bcb18028bc8c82272abb8ee577,Wearable and Environmental Sensors,/aiche2020/event/2fc12395-1aa7-49ef-a1e3-6e8b4e5686f4,17,1.0
8:00 AM 210e Rapid Screening Platform for the Isotopic Determination of Radionuclides in Water,/aiche2020/event/7d1b67152194cb166004d468df6132d6,Wearable and Environmental Sensors,/aiche2020/event/2fc12395-1aa7-49ef-a1e3-6e8b4e5686f4,17,2.0
8:00 AM 210f Electrochemical Detection of Environmental PollutantsPresenting Author: Ariel Furst,/aiche2020/event/283ce3bcb18028bc8c82272abb83b8d2,Wearable and Environmental Sensors,/aiche2020/event/2fc12395-1aa7-49ef-a1e3-6e8b4e5686f4,17,3.0
8:00 AM 210h Fabrication of High-Resolution Graphene-Based Flexible Electronics Via Polymer Casting and Microfluidic Approaches,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e63631b,Wearable and Environmental Sensors,/aiche2020/event/2fc12395-1aa7-49ef-a1e3-6e8b4e5686f4,17,4.0
9:00 AM 204a Industrial Crystallization – the Intersection of Solid State Chemistry and Process EngineeringPresenting Author: Daniel A Green,/aiche2020/event/283ce3bcb18028bc8c82272abb9ab6c1,Plenary Session: Crystallization and Evaporation - Area 2B (Invited Talks),/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e586940,18,0.0
9:15 AM 204b Crystallization Optimization By Enzymatic Control of a Reactive Crystallization,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e586232,Plenary Session: Crystallization and Evaporation - Area 2B (Invited Talks),/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e586940,18,1.0
9:30 AM 204c Continuum of Solute Dimers Drives Distinct Growth Modes on Anisotropic Faces of Etioporphyrin,/aiche2020/event/283ce3bcb18028bc8c82272abb57ceb3,Plenary Session: Crystallization and Evaporation - Area 2B (Invited Talks),/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e586940,18,2.0
8:00 AM 339g Applying Reinforcement Learning to Control Batch Processes,/aiche2020/event/136d66b4691b56153529c8f631357150,Advances in Machine Learning and Intelligent Systems I,/aiche2020/event/72acf41c-52f0-4efa-bdea-e98202d038b4,20,0.0
8:00 AM 402a Or-Gym: A Reinforcement Learning Library for Operations Research Problems,/aiche2020/event/283ce3bcb18028bc8c82272abb8fedd7,Advances in Machine Learning and Intelligent Systems I,/aiche2020/event/72acf41c-52f0-4efa-bdea-e98202d038b4,20,1.0
8:00 AM 402b Updated LEAPS2 for Surrogate Recommendation,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e67f10b,Advances in Machine Learning and Intelligent Systems I,/aiche2020/event/72acf41c-52f0-4efa-bdea-e98202d038b4,20,2.0
8:00 AM 402c When Deep Learning Meets Sparse Model Identification: Online Adaptive Sparse Identification of Systems (OASIS),/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e67e570,Advances in Machine Learning and Intelligent Systems I,/aiche2020/event/72acf41c-52f0-4efa-bdea-e98202d038b4,20,3.0
"8:00 AM 402f Inverse Linear Optimization: Conceptual Framework, Two-Phase Algorithm, and Adaptive Sampling",/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e677bcb,Advances in Machine Learning and Intelligent Systems I,/aiche2020/event/72acf41c-52f0-4efa-bdea-e98202d038b4,20,4.0
"8:00 AM 402g Connections between Residual Networks and Explicit Numerical Integrators, with Applications to Identification of Noninvertible Dynamical Systems",/aiche2020/event/283ce3bcb18028bc8c82272abb44501c,Advances in Machine Learning and Intelligent Systems I,/aiche2020/event/72acf41c-52f0-4efa-bdea-e98202d038b4,20,5.0
"8:00 AM 402h Merging Data-Driven and Physics-Based Models: Opportunities in Hybrid Modeling, Physics-Constrained Machine-Learning, Model Calibration and Multi-Fidelity Techniques",/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e650f78,Advances in Machine Learning and Intelligent Systems I,/aiche2020/event/72acf41c-52f0-4efa-bdea-e98202d038b4,20,6.0
8:00 AM 469a Digital Design Via Mechanistic Modelling of a Continuous Crystallization Process with Periodic Wet Milling,/aiche2020/event/283ce3bcb18028bc8c82272abb5820c1,Continuous Crystallization Processes,/aiche2020/event/7d1b67152194cb166004d468df5e1f88,22,0.0
8:00 AM 469b Continuous Generation of Glycine Crystals with Pure Form and Narrow Size Distribution in Slug Flow,/aiche2020/event/283ce3bcb18028bc8c82272abb5adeca,Continuous Crystallization Processes,/aiche2020/event/7d1b67152194cb166004d468df5e1f88,22,1.0
8:00 AM 469c Continuous Crystallisation Oscillatory Flow Platform for Protein Purification and Bio-Separation,/aiche2020/event/283ce3bcb18028bc8c82272abb4e0e66,Continuous Crystallization Processes,/aiche2020/event/7d1b67152194cb166004d468df5e1f88,22,2.0
8:00 AM 469d Temperature Control Approaches for Cooling Crystallization Using a Continuous Microfluidic Mixer,/aiche2020/event/283ce3bcb18028bc8c82272abb907b09,Continuous Crystallization Processes,/aiche2020/event/7d1b67152194cb166004d468df5e1f88,22,3.0
8:00 AM 469e “Filling the Gap” in Continuous Pharmaceutical Technologies: A Novel Continuous Filtration Drying SystemPresenting Author: Simon Coleman,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e527bc2,Continuous Crystallization Processes,/aiche2020/event/7d1b67152194cb166004d468df5e1f88,22,4.0
8:00 AM 469f Integrated Continuous Crystallization and Spray Drying of Insulin,/aiche2020/event/283ce3bcb18028bc8c82272abb868843,Continuous Crystallization Processes,/aiche2020/event/7d1b67152194cb166004d468df5e1f88,22,5.0
8:00 AM 303a Rational Design of Modified-Release Dosage FormsPresenting Author: Yihong Qiu,/aiche2020/event/96868813093b2393058dcdb89dd8ed9a,Formulation Design and Drug Product Development (Invited Talks),/aiche2020/event/79d87126-e542-472e-ba32-74197cd5fd34,23,0.0
8:00 AM 303b Strategies to Develop IV Formulations of Poor Water-Soluble Compounds and Their in Vitro Evaluation,/aiche2020/event/283ce3bcb18028bc8c82272abb948059,Formulation Design and Drug Product Development (Invited Talks),/aiche2020/event/79d87126-e542-472e-ba32-74197cd5fd34,23,1.0
8:00 AM 303c Integrated Product & Process DevelopmentPresenting Author: Xiaorong He,/aiche2020/event/96868813093b2393058dcdb89de6bddc,Formulation Design and Drug Product Development (Invited Talks),/aiche2020/event/79d87126-e542-472e-ba32-74197cd5fd34,23,2.0
8:00 AM 303d Predictive and Model Based Product & Process Design,/aiche2020/event/7d1b67152194cb166004d468df545066,Formulation Design and Drug Product Development (Invited Talks),/aiche2020/event/79d87126-e542-472e-ba32-74197cd5fd34,23,3.0
8:00 AM 303e Rational Design of Amorphous Solid DispersionPresenting Author: Yi Gao,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e4f5bd5,Formulation Design and Drug Product Development (Invited Talks),/aiche2020/event/79d87126-e542-472e-ba32-74197cd5fd34,23,4.0
8:00 AM 249a Physicochemical Modeling of Dissolution and Stability of Poorly Soluble and Unstable Drug Loaded Multilayer Soluble Polymeric Films,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e5053f3,Integrated Design for Drug Product Processes,/aiche2020/event/35e84939-f23d-4065-9d9c-4228e066d2ed,24,0.0
8:00 AM 249c A Semi-Theoretical Model for Simulating the Temporal Evolution of Moisture-Temperature during Industrial Fluidized Bed Granulation,/aiche2020/event/7d1b67152194cb166004d468df519c0e,Integrated Design for Drug Product Processes,/aiche2020/event/35e84939-f23d-4065-9d9c-4228e066d2ed,24,1.0
"8:00 AM 249d Modelling Amorphous Solid Dispersions: The Role of Supersaturation, Nucleation and Crystal Growth",/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e4aaf5e,Integrated Design for Drug Product Processes,/aiche2020/event/35e84939-f23d-4065-9d9c-4228e066d2ed,24,2.0
8:00 AM 249f Determination of Drying Stresses and Fracture Energy in Tablet Coating Films,/aiche2020/event/96868813093b2393058dcdb89dd89ebd,Integrated Design for Drug Product Processes,/aiche2020/event/35e84939-f23d-4065-9d9c-4228e066d2ed,24,3.0
8:00 AM 249g Heat and Mass Transfer in a Pharmaceutical Coating Process,/aiche2020/event/7d1b67152194cb166004d468df53abf0,Integrated Design for Drug Product Processes,/aiche2020/event/35e84939-f23d-4065-9d9c-4228e066d2ed,24,4.0
8:00 AM 334a Solvent -solute interaction and viscosity effects on thermodynamics and kinetics of crystallization,/aiche2020/event/68074ac251ad4c5e6829bb1af19ad583,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,0.0
8:00 AM 334aa Tuning Catalysts for Efficient Chemical and Energy Transformation,/aiche2020/event/68074ac251ad4c5e6829bb1af19ff5b8,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,1.0
8:00 AM 334ab Motility and Transport Behavior of Soft ColloidsPresenting Author: Ambika Somasundar,/aiche2020/event/68074ac251ad4c5e6829bb1af18ff0b6,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,2.0
8:00 AM 334ac Bulk Property Prediction of Pharmaceutical Powders Via Bond Number EstimationPresenting Author: Kuriakose Kunnath,/aiche2020/event/68074ac251ad4c5e6829bb1af18a2c74,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,3.0
8:00 AM 334ad Influence of Natural Catalytic Environments on the Activation of Cellulose Via Fast Pyrolysis,/aiche2020/event/68074ac251ad4c5e6829bb1af1a001cc,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,4.0
8:00 AM 334ae Amping up the Organic Synthesis in the Pharmaceutical Industry: Explore the Potential of Structure-Property Relationship.Presenting Author: Sameh Elsaidi,/aiche2020/event/68074ac251ad4c5e6829bb1af19dadd1,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,5.0
8:00 AM 334af Radiolytic Degradation of Organic Solvents in the Actinide Lanthanide Separation Process (ALSEP) for Nuclear Waste Treatment,/aiche2020/event/68074ac251ad4c5e6829bb1af190d160,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,6.0
8:00 AM 334ah A Systematic Multiscale Computational Approach for Engineering Novel Adaptive Materials for Biological ApplicationsPresenting Author: Sriramvignesh Mani,/aiche2020/event/7d1b67152194cb166004d468df46228b,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,7.0
"8:00 AM 334ai Hybrid Monitoring Methods for Detection, Diagnosis, and ClassificationPresenting Author: M. Ziyan Sheriff",/aiche2020/event/68074ac251ad4c5e6829bb1af19db8ff,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,8.0
8:00 AM 334ak Smart Biomanufacturing: A Process Systems Engineering and Artificial Intelligence ApproachPresenting Author: Yu Luo,/aiche2020/event/68074ac251ad4c5e6829bb1af19dc528,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,9.0
8:00 AM 334ap Dynamic Process Modeling and System Analyses for Continuous Pharmaceutical ManufacturingPresenting Author: Pooja Bhalode,/aiche2020/event/68074ac251ad4c5e6829bb1af19f465e,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,10.0
8:00 AM 334aq Self-Assembly for Colloidal Crystallization and Biomimetic Structural Color,/aiche2020/event/68074ac251ad4c5e6829bb1af19f5646,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,11.0
8:00 AM 334ar Quantifying the Effects of Hydrostatic Pressure on the Barrier Function of Mammary Epithelial Cells,/aiche2020/event/68074ac251ad4c5e6829bb1af19dd989,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,12.0
8:00 AM 334as Computational Approaches Fueling Clean Materials Chemistry - from First Principles Calculations to Data Driven Discovery and Materials Design,/aiche2020/event/68343d790f7c352bb87b5afa83e7c481,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,13.0
8:00 AM 334at Combining Molecular Simulations and Machine Learning for Nanomaterial and Reaction DesignPresenting Author: Alex K. Chew,/aiche2020/event/68074ac251ad4c5e6829bb1af189e874,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,14.0
8:00 AM 334au Materials Simulation for ManufacturingPresenting Author: Andrew P. Santos,/aiche2020/event/68074ac251ad4c5e6829bb1af18a6e8e,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,15.0
8:00 AM 334av Developing Experimental and Computational Single-Cell Techniques to Uncover Biological InsightsPresenting Author: Chatarin Wangsanuwat,/aiche2020/event/68074ac251ad4c5e6829bb1af1907e30,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,16.0
8:00 AM 334ax Nucleation and Early Stage Growth of Lithium ElectrodepositsPresenting Author: Prayag Biswal,/aiche2020/event/68343d790f7c352bb87b5afa83ef7b35,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,17.0
8:00 AM 334ay Jet-Mixing Reactor for Nanomaterial Synthesis and Scale-up Considerations,/aiche2020/event/68074ac251ad4c5e6829bb1af19ea721,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,18.0
8:00 AM 334az Layer-By-Layer Implant Coatings for Craniomaxillofacial Bone Regeneration,/aiche2020/event/68074ac251ad4c5e6829bb1af19e1567,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,19.0
8:00 AM 334b Characterizing and Modeling Pharmaceutical Twin Screw Feeder Mass Flow Rates Using Statistical Time Series Analysis,/aiche2020/event/68343d790f7c352bb87b5afa83e82c2f,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,20.0
8:00 AM 334ba Fabrication of Multi-Compartment Micro-Capsules for Drug Delivery of Multiple Drugs,/aiche2020/event/68074ac251ad4c5e6829bb1af18acb61,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,21.0
8:00 AM 334bc Tuning Aromatics Hydrogenation By Systematic Variation of Their Surface Polarity in SBA-15-Type Periodic Mesoporous Catalysts,/aiche2020/event/68074ac251ad4c5e6829bb1af19cfd83,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,22.0
8:00 AM 334bd Leveraging Molecular Simulations and Data Science to Improve the Design of Biomaterials with Fine-Tuned HydrophobicityPresenting Author: Bradley C. Dallin,/aiche2020/event/68074ac251ad4c5e6829bb1af1914468,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,23.0
8:00 AM 334be Understanding the Fundamentals of Zeolite Crystallization for the Optimization of Their Physicochemical Properties,/aiche2020/event/68074ac251ad4c5e6829bb1af18bce5f,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,24.0
8:00 AM 334bf Ex Vivo Minigut Mucosal Model for Development of New Oral VaccinePresenting Author: Yijun Qi,/aiche2020/event/68074ac251ad4c5e6829bb1af1994c8c,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,25.0
8:00 AM 334bh Superhydrophobic Coatings Synthesized By High-Temperature Free-Radical Polymerization,/aiche2020/event/68074ac251ad4c5e6829bb1af1985073,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,26.0
8:00 AM 334bi Determining the Folding Landscape of α-Synuclein (35-97) Using Replica Exchange Molecular Dynamics,/aiche2020/event/68074ac251ad4c5e6829bb1af1a24907,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,27.0
8:00 AM 334bj High-Throughput and Data-Driven Strategies for the Design of Deep Eutectic Solvents,/aiche2020/event/68343d790f7c352bb87b5afa83ed5451,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,28.0
8:00 AM 334bk Redesign and Develop Effective Liposomal Formulation for Prodrug Delivery through Synchrotron X-Ray Studies of Molecular Interactions,/aiche2020/event/68074ac251ad4c5e6829bb1af1880077,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,29.0
8:00 AM 334bl Systems Engineering Approaches and Career Advancement in Bioprocess Development and BiomanufacturingPresenting Author: Remil Aguda,/aiche2020/event/68074ac251ad4c5e6829bb1af1904091,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,30.0
8:00 AM 334bo Cadherin Binding Interactions in Lipid Bilayers at the Single-Molecule Level,/aiche2020/event/68074ac251ad4c5e6829bb1af194d62a,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,31.0
8:00 AM 334bq Development of Process Models and Control Strategies to Support the Continuous Manufacturing of PharmaceuticalsPresenting Author: Andrew J. Maloney,/aiche2020/event/68074ac251ad4c5e6829bb1af18c243b,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,32.0
8:00 AM 334br Polyelectrolyte Surface Diffusion in a Nano-Slit Geometry,/aiche2020/event/68343d790f7c352bb87b5afa83e659e9,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,33.0
8:00 AM 334bv Multi-Scale Modeling of Heterogeneous Catalysts Using First-Principles and Deep Learning,/aiche2020/event/68074ac251ad4c5e6829bb1af1a192ee,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,34.0
8:00 AM 334bw Dynamics of Vesicles in Strong Flows Using a Stokes Trap,/aiche2020/event/68343d790f7c352bb87b5afa83eddd6c,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,35.0
8:00 AM 334bx Catalyst Design for Oxygen Reduction Reaction Using Molecular Modeling,/aiche2020/event/68343d790f7c352bb87b5afa83ed6abc,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,36.0
8:00 AM 334by Photothermal and Immunomodulatory Nanomaterials for Rapid Tissue Repair and Wound Healing,/aiche2020/event/68074ac251ad4c5e6829bb1af196a0d8,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,37.0
8:00 AM 334c Understanding Second-Shell Catalyst Interactions for Enhancing the Performance of Arylborane-Catalyzed Epoxide Ring-Opening,/aiche2020/event/68074ac251ad4c5e6829bb1af18a7d24,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,38.0
8:00 AM 334cb Seseed,/aiche2020/event/68074ac251ad4c5e6829bb1af1882884,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,39.0
8:00 AM 334cc Functional Particles for Controlled Release and Stem Cell Engineering,/aiche2020/event/68074ac251ad4c5e6829bb1af1878c81,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,40.0
8:00 AM 334cd Flow behavior in complex fluids and particulates systems,/aiche2020/event/68074ac251ad4c5e6829bb1af19ad840,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,41.0
